Date,Transaction Type,Dr/Cr,Amount,Account,Balance After
2024-09-24,Deposit,Debit,71743.5,Cash Reserves,521310.3999999999
2024-09-24,Deposit Fee,Credit,7971.5,Fee Income,206363.80000000005
2024-09-24,Loan Disbursed,Debit,189465.3,Loans Outstanding,3566970.1999999997
2024-09-24,Loan Disbursed,Credit,189465.3,Cash Reserves,331845.0999999999
2024-09-24,Loan Fee,Credit,21051.7,Fee Income,227415.50000000006
2024-09-24,Client Payment,Debit,23876.0,Customer Deposits,5327382.300000001
2024-09-24,Client Payment,Credit,23876.0,Cash Reserves,307969.0999999999
2024-09-24,Interest Income,Debit,5240.0,Cash Reserves,313209.0999999999
2024-09-24,Interest Income,Credit,5240.0,Interest Income,
2024-09-25,Deposit,Credit,50086.8,Customer Deposits,5377469.100000001
2024-09-25,Deposit,Debit,50086.8,Cash Reserves,363295.8999999999
2024-09-25,Deposit Fee,Credit,5565.200000000001,Fee Income,232980.70000000007
2024-09-25,Loan Disbursed,Debit,164365.2,Loans Outstanding,3731335.4
2024-09-25,Loan Disbursed,Credit,164365.2,Cash Reserves,198930.6999999999
2024-09-25,Loan Fee,Credit,18262.8,Fee Income,251243.50000000006
2024-09-25,Client Payment,Debit,10674.0,Customer Deposits,5366795.100000001
2024-09-25,Client Payment,Credit,10674.0,Cash Reserves,188256.6999999999
2024-09-25,Interest Income,Debit,14781.0,Cash Reserves,203037.6999999999
2024-09-25,Interest Income,Credit,14781.0,Interest Income,
2024-09-26,Deposit,Credit,61047.0,Customer Deposits,5427842.100000001
2024-09-26,Deposit,Debit,61047.0,Cash Reserves,264084.6999999999
2024-09-26,Deposit Fee,Credit,6783.0,Fee Income,258026.50000000006
2024-09-26,Loan Disbursed,Debit,192178.8,Loans Outstanding,3923514.1999999997
2024-09-26,Loan Disbursed,Credit,192178.8,Cash Reserves,71905.8999999999
2024-09-26,Loan Fee,Credit,21353.2,Fee Income,279379.70000000007
2024-09-26,Client Payment,Debit,5703.0,Customer Deposits,5422139.100000001
2024-09-26,Client Payment,Credit,5703.0,Cash Reserves,66202.8999999999
2024-09-26,Interest Income,Debit,14257.0,Cash Reserves,80459.8999999999
2024-09-26,Interest Income,Credit,14257.0,Interest Income,
2024-09-27,Deposit,Credit,42084.9,Customer Deposits,5464224.000000001
2024-09-27,Deposit,Debit,42084.9,Cash Reserves,122544.7999999999
2024-09-27,Deposit Fee,Credit,4676.1,Fee Income,284055.80000000005
2024-09-27,Loan Disbursed,Debit,46868.4,Loans Outstanding,3970382.5999999996
2024-09-27,Loan Disbursed,Credit,46868.4,Cash Reserves,75676.3999999999
2024-09-27,Loan Fee,Credit,5207.6,Fee Income,289263.4
2024-09-27,Client Payment,Debit,14286.0,Customer Deposits,5449938.000000001
2024-09-27,Client Payment,Credit,14286.0,Cash Reserves,61390.39999999991
2024-09-27,Interest Income,Debit,13547.0,Cash Reserves,74937.3999999999
2024-09-27,Interest Income,Credit,13547.0,Interest Income,
2024-09-28,Deposit,Credit,29521.8,Customer Deposits,5479459.800000001
2024-09-28,Deposit,Debit,29521.8,Cash Reserves,104459.19999999991
2024-09-28,Deposit Fee,Credit,3280.2000000000003,Fee Income,292543.60000000003
2024-09-28,Client Payment,Debit,26403.0,Customer Deposits,5453056.800000001
2024-09-28,Client Payment,Credit,26403.0,Cash Reserves,78056.19999999991
2024-09-28,Interest Income,Debit,9648.0,Cash Reserves,87704.19999999991
2024-09-28,Interest Income,Credit,9648.0,Interest Income,
2024-09-29,Deposit,Credit,19679.4,Customer Deposits,5472736.200000001
2024-09-29,Deposit,Debit,19679.4,Cash Reserves,107383.59999999992
2024-09-29,Deposit Fee,Credit,2186.6,Fee Income,294730.2
2024-09-29,Loan Disbursed,Debit,95030.1,Loans Outstanding,4065412.6999999997
2024-09-29,Loan Disbursed,Credit,95030.1,Cash Reserves,12353.499999999913
2024-09-29,Loan Fee,Credit,10558.900000000001,Fee Income,305289.10000000003
2024-09-29,Client Payment,Debit,14438.0,Customer Deposits,5458298.200000001
2024-09-29,Client Payment,Credit,14438.0,Cash Reserves,-2084.5000000000873
2024-09-29,Interest Income,Debit,11517.0,Cash Reserves,9432.499999999913
2024-09-29,Interest Income,Credit,11517.0,Interest Income,
2024-09-30,Deposit,Credit,51657.3,Customer Deposits,5509955.500000001
2024-09-30,Deposit,Debit,51657.3,Cash Reserves,61089.799999999916
2024-09-30,Deposit Fee,Credit,5739.700000000001,Fee Income,311028.80000000005
2024-09-30,Client Payment,Debit,18801.0,Customer Deposits,5491154.500000001
2024-09-30,Client Payment,Credit,18801.0,Cash Reserves,42288.799999999916
2024-09-30,Interest Income,Debit,13883.0,Cash Reserves,56171.799999999916
2024-09-30,Interest Income,Credit,13883.0,Interest Income,
2024-10-01,Deposit,Credit,42579.0,Customer Deposits,5533733.500000001
2024-10-01,Deposit,Debit,42579.0,Cash Reserves,98750.79999999992
2024-10-01,Deposit Fee,Credit,4731.0,Fee Income,315759.80000000005
2024-10-01,Client Payment,Debit,28975.0,Customer Deposits,5504758.500000001
2024-10-01,Client Payment,Credit,28975.0,Cash Reserves,69775.79999999992
2024-10-01,Interest Income,Debit,9091.0,Cash Reserves,78866.79999999992
2024-10-01,Interest Income,Credit,9091.0,Interest Income,
2024-10-02,Deposit,Credit,52193.7,Customer Deposits,5556952.200000001
2024-10-02,Deposit,Debit,52193.7,Cash Reserves,131060.49999999991
2024-10-02,Deposit Fee,Credit,5799.3,Fee Income,321559.10000000003
2024-10-02,Loan Disbursed,Debit,107757.0,Loans Outstanding,4173169.6999999997
2024-10-02,Loan Disbursed,Credit,107757.0,Cash Reserves,23303.499999999913
2024-10-02,Loan Fee,Credit,11973.0,Fee Income,333532.10000000003
2024-10-02,Client Payment,Debit,23341.0,Customer Deposits,5533611.200000001
2024-10-02,Client Payment,Credit,23341.0,Cash Reserves,-37.50000000008731
2024-10-02,Interest Income,Debit,11107.0,Cash Reserves,11069.499999999913
2024-10-02,Interest Income,Credit,11107.0,Interest Income,
2024-10-03,Deposit,Credit,74336.4,Customer Deposits,5607947.6000000015
2024-10-03,Deposit,Debit,74336.4,Cash Reserves,85405.8999999999
2024-10-03,Deposit Fee,Credit,8259.6,Fee Income,341791.7
2024-10-03,Client Payment,Debit,19760.0,Customer Deposits,5588187.6000000015
2024-10-03,Client Payment,Credit,19760.0,Cash Reserves,65645.8999999999
2024-10-03,Interest Income,Debit,14874.0,Cash Reserves,80519.8999999999
2024-10-03,Interest Income,Credit,14874.0,Interest Income,
2024-10-04,Deposit,Credit,10871.1,Customer Deposits,5599058.700000001
2024-10-04,Deposit,Debit,10871.1,Cash Reserves,91390.99999999991
2024-10-04,Deposit Fee,Credit,1207.9,Fee Income,342999.60000000003
2024-10-04,Client Payment,Debit,10178.0,Customer Deposits,5588880.700000001
2024-10-04,Client Payment,Credit,10178.0,Cash Reserves,81212.99999999991
2024-10-04,Interest Income,Debit,13273.0,Cash Reserves,94485.99999999991
2024-10-04,Interest Income,Credit,13273.0,Interest Income,
2024-10-05,Deposit,Credit,10197.9,Customer Deposits,5599078.6000000015
2024-10-05,Deposit,Debit,10197.9,Cash Reserves,104683.8999999999
2024-10-05,Deposit Fee,Credit,1133.1000000000001,Fee Income,344132.7
2024-10-05,Client Payment,Debit,15722.0,Customer Deposits,5583356.6000000015
2024-10-05,Client Payment,Credit,15722.0,Cash Reserves,88961.8999999999
2024-10-05,Interest Income,Debit,8347.0,Cash Reserves,97308.8999999999
2024-10-05,Interest Income,Credit,8347.0,Interest Income,
2024-10-06,Deposit,Credit,75538.8,Customer Deposits,5658895.400000001
2024-10-06,Deposit,Debit,75538.8,Cash Reserves,172847.6999999999
2024-10-06,Deposit Fee,Credit,8393.2,Fee Income,352525.9
2024-10-06,Client Payment,Debit,14348.0,Customer Deposits,5644547.400000001
2024-10-06,Client Payment,Credit,14348.0,Cash Reserves,158499.6999999999
2024-10-06,Interest Income,Debit,7816.0,Cash Reserves,166315.6999999999
2024-10-06,Interest Income,Credit,7816.0,Interest Income,
2024-10-07,Deposit,Credit,76827.6,Customer Deposits,5721375.000000001
2024-10-07,Deposit,Debit,76827.6,Cash Reserves,243143.2999999999
2024-10-07,Deposit Fee,Credit,8536.4,Fee Income,361062.30000000005
2024-10-07,Loan Disbursed,Debit,215766.0,Loans Outstanding,4388935.699999999
2024-10-07,Loan Disbursed,Credit,215766.0,Cash Reserves,27377.2999999999
2024-10-07,Loan Fee,Credit,23974.0,Fee Income,385036.30000000005
2024-10-07,Client Payment,Debit,5418.0,Customer Deposits,5715957.000000001
2024-10-07,Client Payment,Credit,5418.0,Cash Reserves,21959.2999999999
2024-10-07,Interest Income,Debit,11586.0,Cash Reserves,33545.2999999999
2024-10-07,Interest Income,Credit,11586.0,Interest Income,
2024-10-08,Deposit,Credit,30384.0,Customer Deposits,5746341.000000001
2024-10-08,Deposit,Debit,30384.0,Cash Reserves,63929.2999999999
2024-10-08,Deposit Fee,Credit,3376.0,Fee Income,388412.30000000005
2024-10-08,Client Payment,Debit,29069.0,Customer Deposits,5717272.000000001
2024-10-08,Client Payment,Credit,29069.0,Cash Reserves,34860.2999999999
2024-10-08,Interest Income,Debit,8760.0,Cash Reserves,43620.2999999999
2024-10-08,Interest Income,Credit,8760.0,Interest Income,
2024-10-09,Deposit,Credit,61471.8,Customer Deposits,5778743.800000001
2024-10-09,Deposit,Debit,61471.8,Cash Reserves,105092.0999999999
2024-10-09,Deposit Fee,Credit,6830.200000000001,Fee Income,395242.50000000006
2024-10-09,Loan Disbursed,Debit,101320.2,Loans Outstanding,4490255.899999999
2024-10-09,Loan Disbursed,Credit,101320.2,Cash Reserves,3771.899999999907
2024-10-09,Loan Fee,Credit,11257.800000000001,Fee Income,406500.30000000005
2024-10-09,Client Payment,Debit,23440.0,Customer Deposits,5755303.800000001
2024-10-09,Client Payment,Credit,23440.0,Cash Reserves,-19668.100000000093
2024-10-09,Interest Income,Debit,5458.0,Cash Reserves,-14210.100000000093
2024-10-09,Interest Income,Credit,5458.0,Interest Income,
2024-10-10,Deposit,Credit,73192.5,Customer Deposits,5828496.300000001
2024-10-10,Deposit,Debit,73192.5,Cash Reserves,58982.39999999991
2024-10-10,Deposit Fee,Credit,8132.5,Fee Income,414632.80000000005
2024-10-10,Client Payment,Debit,13493.0,Customer Deposits,5815003.300000001
2024-10-10,Client Payment,Credit,13493.0,Cash Reserves,45489.39999999991
2024-10-10,Interest Income,Debit,13754.0,Cash Reserves,59243.39999999991
2024-10-10,Interest Income,Credit,13754.0,Interest Income,
2024-10-11,Deposit,Credit,74961.0,Customer Deposits,5889964.300000001
2024-10-11,Deposit,Debit,74961.0,Cash Reserves,134204.3999999999
2024-10-11,Deposit Fee,Credit,8329.0,Fee Income,422961.80000000005
2024-10-11,Loan Disbursed,Debit,66054.6,Loans Outstanding,4556310.499999999
2024-10-11,Loan Disbursed,Credit,66054.6,Cash Reserves,68149.7999999999
2024-10-11,Loan Fee,Credit,7339.400000000001,Fee Income,430301.20000000007
2024-10-11,Client Payment,Debit,26279.0,Customer Deposits,5863685.300000001
2024-10-11,Client Payment,Credit,26279.0,Cash Reserves,41870.7999999999
2024-10-11,Interest Income,Debit,8367.0,Cash Reserves,50237.7999999999
2024-10-11,Interest Income,Credit,8367.0,Interest Income,
2024-10-12,Deposit,Credit,85351.5,Customer Deposits,5949036.800000001
2024-10-12,Deposit,Debit,85351.5,Cash Reserves,135589.2999999999
2024-10-12,Deposit Fee,Credit,9483.5,Fee Income,439784.70000000007
2024-10-12,Client Payment,Debit,17968.0,Customer Deposits,5931068.800000001
2024-10-12,Client Payment,Credit,17968.0,Cash Reserves,117621.2999999999
2024-10-12,Interest Income,Debit,8298.0,Cash Reserves,125919.2999999999
2024-10-12,Interest Income,Credit,8298.0,Interest Income,
2024-10-13,Deposit,Credit,17194.5,Customer Deposits,5948263.300000001
2024-10-13,Deposit,Debit,17194.5,Cash Reserves,143113.7999999999
2024-10-13,Deposit Fee,Credit,1910.5,Fee Income,441695.20000000007
2024-10-13,Client Payment,Debit,6437.0,Customer Deposits,5941826.300000001
2024-10-13,Client Payment,Credit,6437.0,Cash Reserves,136676.7999999999
2024-10-13,Interest Income,Debit,14377.0,Cash Reserves,151053.7999999999
2024-10-13,Interest Income,Credit,14377.0,Interest Income,
2024-10-14,Deposit,Credit,77844.6,Customer Deposits,6019670.9
2024-10-14,Deposit,Debit,77844.6,Cash Reserves,228898.3999999999
2024-10-14,Deposit Fee,Credit,8649.4,Fee Income,450344.6000000001
2024-10-14,Loan Disbursed,Debit,73524.6,Loans Outstanding,4629835.099999999
2024-10-14,Loan Disbursed,Credit,73524.6,Cash Reserves,155373.7999999999
2024-10-14,Loan Fee,Credit,8169.400000000001,Fee Income,458514.0000000001
2024-10-14,Client Payment,Debit,9440.0,Customer Deposits,6010230.9
2024-10-14,Client Payment,Credit,9440.0,Cash Reserves,145933.7999999999
2024-10-14,Interest Income,Debit,8526.0,Cash Reserves,154459.7999999999
2024-10-14,Interest Income,Credit,8526.0,Interest Income,
